Gene,IR_039,IR_046,PD_016,IR_031,PD_021,IR_047,IR_002,PD_028,IR_050,IR_016,IR_019,PD_025,IR_027,PD_029,IR_020,HR_056,HR_063,PD_001,HR_048,PD_006,HR_064,HR_019,PD_013,HR_067,HR_033,HR_036,PD_010,HR_044,PD_014,HR_037
LONRF1,610,618,684,508,825,575,514,611,370,599,486,1239,296,0,775,300,318,1165,163,0,406,284,0,0,269,365,711,299,0,1147
LONRF2,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,14,17,0,0,0,0
LONRF3,51,152,0,157,0,888,0,0,168,0,85,0,118,0,217,122,0,234,95,0,0,273,0,0,136,93,0,904,0,0
LOX,17,0,1,0,0,71,0,0,0,0,0,1,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
LOXHD1,103,0,0,16,0,238,284,0,23,260,17,0,59,0,201,23,209,0,0,0,0,190,1082,0,126,0,0,0,0,0
LOXL1,0,0,0,1,0,0,0,15,6,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,57
LOXL2,7,0,0,0,0,0,0,0,0,0,33,472,14,0,128,0,0,0,40,0,0,106,0,0,0,0,0,0,0,0
LOXL3,172,23,0,183,0,0,226,105,50,82,70,0,109,1378,0,162,0,0,10,0,152,0,732,0,0,108,0,0,0,0
LOXL4,6,6,0,68,0,0,27,0,11,13,5,0,3,0,22,0,0,0,26,0,45,0,0,329,0,0,0,0,0,103
LPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPAR1,133,29,0,117,122,42,63,0,0,70,341,0,88,0,168,108,0,0,32,0,30,0,0,0,53,0,0,0,0,0
LPAR2,399,307,0,865,0,125,70,332,611,256,272,0,444,0,618,262,0,78,205,645,67,91,0,0,160,11,0,110,0,0
LPAR3,12,0,0,0,0,0,0,0,0,27,0,0,5,0,0,20,0,79,0,0,0,0,0,0,0,102,0,0,0,0
LPAR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPAR5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPAR6,42,30,55,17,0,62,0,0,72,99,55,0,40,0,21,38,0,95,51,0,0,20,47,0,64,19,0,0,53,14
LPCAT1,2136,1379,1652,3534,3698,6746,609,2452,2289,4690,2442,0,5491,0,9426,2430,1398,352,928,0,320,2589,32,347,796,133,0,2345,0,2676
LPCAT2,141,234,0,124,33,65,160,29,158,112,319,35,245,0,141,76,148,19,75,20,102,111,0,0,182,31,0,66,0,14
LPCAT3,209,309,651,217,0,351,316,171,184,176,378,0,121,0,321,218,0,121,148,0,0,130,0,0,112,53,0,153,0,0
LPCAT4,20,99,0,26,0,0,0,0,47,118,41,0,50,0,36,42,276,11,112,0,2,40,0,0,10,42,0,0,0,3
LPGAT1,57,71,158,45,73,27,96,1056,234,86,237,28,45,163,84,72,66,2,32,0,45,38,0,64,228,40,827,66,0,0
LPHN1,11,21,0,0,0,0,0,0,24,0,0,0,56,0,6,55,0,0,16,0,0,52,0,0,22,0,0,0,0,0
LPHN2,0,0,34,1,44,0,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0
LPHN3,809,482,0,182,1911,616,0,147,0,622,45,2270,149,0,615,26,0,0,81,2996,54,517,0,0,194,1279,0,0,0,510
LPIN1,618,9596,2340,347,691,14263,2722,2713,676,4101,179,2240,1551,0,3279,272,2652,2246,931,4538,1043,3212,1259,921,2194,1440,947,965,3391,27
LPIN2,1380,3992,1138,1183,265,6013,580,1907,2112,4832,2243,2890,1229,1590,3204,735,2180,613,615,3797,1731,1534,352,589,3667,955,0,753,0,783
LPIN3,185,284,1016,33,604,804,897,0,128,403,7,291,44,0,294,29,0,142,50,0,122,1354,0,0,83,112,0,0,0,0
LPL,45,88,0,125,0,144,0,0,0,0,8,6,22,0,134,67,0,2486,190,0,0,0,0,0,0,0,0,529,0,0
LPO,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPP,444,493,222,373,0,337,318,121,322,113,488,0,138,2363,336,275,170,722,424,0,0,213,0,0,399,223,0,77,0,795
LPPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPPR2,316,390,32,525,0,288,56,64,196,177,192,0,121,0,245,100,1125,0,15,41,0,13,1521,0,84,4,0,0,0,375
LPPR3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
LPPR4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPPR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPXN,43,0,0,0,0,0,0,3,0,0,7,0,33,957,0,137,0,0,116,0,0,117,0,0,0,36,0,0,0,0
LRAT,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRBA,489,126,1272,63,683,994,0,589,65,221,113,1104,95,0,34,44,0,1367,365,0,246,138,3,0,65,220,0,262,532,119
LRCH1,0,0,0,0,0,0,0,0,0,106,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRCH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRCH3,12,12,207,19,87,2,0,328,26,58,45,0,26,1122,35,20,0,1,18,0,3,10,0,10,38,90,0,128,0,24
LRCH4,1044,1302,382,1438,155,553,1209,671,1083,1072,1332,0,1170,0,1271,857,0,1033,679,0,403,507,809,0,458,300,75,0,0,191
LRFN1,28,65,0,0,0,100,0,0,76,59,161,0,45,0,121,15,0,0,0,0,0,0,61,0,4,0,0,57,0,0
LRFN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRFN3,12,0,0,0,0,0,0,0,17,0,1,0,0,0,0,38,0,0,0,0,0,0,513,0,0,0,0,0,0,0
LRFN4,46,0,0,0,0,8,0,47,16,50,4,0,33,1405,0,42,0,765,66,0,0,0,0,0,0,0,0,0,0,0
LRFN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRG1,817,3019,1295,2762,1512,2016,576,1928,2100,923,3516,176,1141,455,503,967,335,43,387,790,357,448,850,0,816,381,0,776,0,319
LRGUK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRIF1,19,5,0,11,0,18,0,14,40,27,47,0,18,0,14,7,0,0,3,0,0,0,0,0,27,42,0,0,0,0
LRIG1,303,832,0,0,0,0,0,206,17,59,40,0,70,0,32,11,0,0,224,0,0,32,0,0,64,230,0,0,0,0
LRIG2,65,0,274,0,0,0,747,0,16,18,23,0,4,0,0,8,57,0,215,0,26,31,0,0,2,0,0,0,0,144
LRIG3,156,0,0,0,415,199,0,0,0,0,6,0,0,0,78,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
LRIT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRIT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRIT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRMP,490,902,0,1061,937,48,381,955,1319,3074,4293,1975,647,1712,640,522,0,1,215,0,2144,245,668,0,1064,756,0,805,110,365
LRP1,13,35,0,36,217,0,31,0,12,30,5,263,32,0,25,52,28,149,15,0,0,0,0,0,13,54,0,0,226,73
LRP10,7388,8614,7803,8085,18309,10463,3657,8037,5682,6448,6868,12618,3554,2931,8863,2382,2380,7563,3220,10753,2787,5260,5963,1874,2555,1345,838,2306,287,6472
LRP11,620,1451,0,1140,1379,757,0,184,46,426,167,44,209,0,257,7,0,0,137,0,0,0,0,0,48,0,0,0,0,165
LRP12,6,9,0,1,6,0,11,0,1,13,0,0,0,0,1,3,0,3,2,0,0,3,0,0,3,7,0,7,0,1
LRP1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRP2BP,5,0,0,0,0,0,0,0,0,29,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
LRP3,42,160,0,0,118,333,0,84,20,57,0,327,16,0,0,4,0,417,9,0,0,152,0,0,0,64,0,0,0,0
LRP4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
LRP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0
LRP5L,199,9,0,67,0,64,227,0,125,14,40,0,138,0,46,35,0,0,154,0,0,44,0,0,7,0,0,0,0,0
LRP6,37,45,110,0,0,0,0,0,20,41,0,0,0,0,19,0,0,0,105,0,0,0,0,0,2,145,0,317,0,0
LRP8,124,126,0,102,1069,241,0,242,24,0,11,0,80,1144,259,16,0,0,87,0,0,45,0,0,35,165,0,0,0,0
LRPAP1,301,329,0,459,250,174,182,454,274,291,249,423,275,0,279,154,253,411,183,0,166,286,0,0,144,169,0,105,0,683
LRPPRC,33,48,466,23,266,12,75,248,41,29,12,133,8,0,0,19,0,0,12,0,0,7,189,0,15,29,0,0,0,5
LRR1,1,0,0,6,0,7,58,0,0,2,11,0,4,0,4,5,0,0,1,0,0,4,11,0,19,4,0,0,0,0
LRRC1,34,9,0,0,0,15,0,0,13,48,0,0,0,0,11,2,0,0,30,0,30,9,0,0,18,0,0,0,0,0
LRRC10,0,0,1,0,435,34,0,0,0,0,0,0,0,0,0,9,210,0,0,0,0,0,0,0,0,0,1178,0,0,0
LRRC10B,0,0,268,43,291,0,142,690,0,0,0,283,5,2758,30,10,0,642,0,0,0,0,0,0,14,0,0,0,0,0
LRRC14,185,183,0,42,227,94,0,0,34,68,6,0,78,0,93,37,0,0,35,0,0,59,0,0,9,0,0,11,0,0
LRRC14B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC15,1027,607,2801,660,849,3019,2594,725,1568,1343,87,3831,301,677,736,331,1310,2130,1076,652,4273,1484,257,1433,366,713,772,211,1244,3115
LRRC16A,21,72,98,21,0,100,420,0,0,0,9,0,14,475,112,49,0,0,33,73,67,35,0,704,64,77,0,314,0,80
LRRC16B,0,0,2,0,0,0,0,69,0,0,2,0,3,0,0,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0
LRRC17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC2,0,14,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC20,0,0,17,2,0,4,4,1,2,16,0,5,1,0,0,0,0,0,0,0,5,9,0,0,0,1,0,0,0,1
LRRC23,60,0,0,0,0,38,0,0,0,0,14,0,0,1673,0,0,0,593,107,0,0,36,0,0,0,117,0,0,0,0
LRRC24,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC25,234,561,107,811,117,107,232,235,735,311,605,1,497,1499,713,586,559,0,78,0,138,123,0,0,280,46,0,191,0,78
LRRC27,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC28,20,47,0,17,0,0,0,0,5,33,14,0,14,0,0,31,163,0,0,0,15,11,1,0,11,0,0,0,1208,0
LRRC29,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC3,22,0,0,0,0,0,0,1,0,0,0,0,5,746,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC30,0,0,0,0,0,0,96,107,9,0,0,956,0,0,0,0,0,0,0,0,0,0,0,230,15,0,0,0,0,0
LRRC31,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC33,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1
LRRC34,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
LRRC36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC37A,21,0,0,6,0,18,74,0,0,48,5,29,17,0,0,38,0,0,26,0,0,0,206,117,25,0,0,83,0,92
LRRC37A3,1,4,0,0,0,0,0,0,4,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0
LRRC37A4P,3,5,6,1,1,0,8,0,6,1,10,0,2,0,6,5,0,0,2,0,0,5,8,0,3,5,22,0,0,5
LRRC37B,41,74,58,42,0,40,0,11,0,112,22,129,23,0,44,14,0,0,4,0,127,6,0,0,24,275,0,0,0,0
LRRC38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0
LRRC3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC4,197,347,540,113,0,117,0,44,454,233,509,0,113,0,307,84,0,53,108,0,0,15,64,0,135,0,0,0,0,0
LRRC40,2,5,19,0,25,9,0,0,8,0,8,0,6,0,0,9,0,18,8,0,27,6,0,0,5,16,0,41,0,0
LRRC41,2,0,0,0,0,6,0,2,0,0,0,0,2,6,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0
LRRC42,53,52,139,33,0,87,0,42,38,152,32,0,18,0,14,60,0,90,477,0,31,0,0,0,45,61,0,0,0,0
LRRC43,0,0,0,0,0,0,0,0,0,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0
LRRC45,0,91,0,0,0,0,0,0,78,157,0,8,0,0,0,65,0,0,257,0,0,0,0,0,0,0,0,0,0,0
LRRC46,16,18,0,0,0,0,0,13,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC47,142,263,0,63,171,148,0,94,96,90,40,241,146,0,55,118,0,207,73,453,0,141,0,0,102,0,0,284,0,0
LRRC48,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LRRC49,22,156,0,0,245,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
LRRC4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0
LRRC56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC57,164,263,0,80,525,176,160,108,103,178,94,0,57,0,30,143,0,586,98,0,39,0,0,0,51,0,0,0,0,0
LRRC58,9,36,46,1,91,27,35,218,18,46,5,354,7,0,10,6,23,48,5,0,9,9,0,109,16,14,0,25,0,0
LRRC59,886,436,685,1412,498,707,528,200,906,430,693,223,932,1971,700,951,1248,619,1162,0,237,515,117,844,723,506,0,582,0,1402
LRRC6,325,0,124,67,0,30,0,0,282,0,319,0,59,0,99,262,0,1,0,0,87,0,0,0,50,3,0,0,0,5777
LRRC61,0,2,3,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LRRC66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0
LRRC70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC71,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
LRRC72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC8A,0,0,0,0,0,0,0,5,1,11,0,0,1,0,0,1,0,0,4,0,0,0,0,0,2,0,0,19,0,13
LRRC8B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
LRRC8C,160,493,0,469,0,0,257,638,202,364,164,3353,125,0,71,593,0,277,774,0,0,121,501,0,586,701,0,0,0,0
LRRC8D,63,29,201,0,0,183,251,0,5,28,73,0,100,0,3,137,0,0,77,0,0,0,0,0,40,16,0,192,0,0
LRRC8E,41,147,161,13,1142,0,176,359,90,23,0,1200,34,0,0,0,0,0,21,0,167,297,0,0,9,0,0,0,0,0
LRRCC1,7,0,0,2,0,5,0,0,5,18,1,0,2,0,8,3,0,0,3,0,0,0,0,0,16,0,0,0,0,5
LRRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRFIP1,920,1038,842,1147,589,2243,858,660,819,1799,1696,1515,742,499,1304,802,457,823,650,69,676,1332,2625,0,1445,682,265,1072,40,355
LRRFIP2,884,612,1597,418,2209,832,804,4479,223,543,713,1198,331,662,131,782,0,1523,1148,0,510,669,565,0,257,455,0,253,0,2043
LRRIQ1,0,0,0,0,0,0,0,2,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRIQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRIQ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRK1,167,91,181,20,0,24,188,19,44,260,96,0,160,40,11,118,0,102,85,9,0,211,0,0,64,64,251,145,0,8
LRRK2,1097,2345,665,1640,81,557,423,1555,2591,598,3701,0,588,477,1708,642,663,104,344,0,1021,147,1274,129,1860,1466,1,807,0,1106
LRRN1,0,48,0,0,215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRN4CL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRTM1,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRTM2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRTM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRTM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRSAM1,46,68,158,10,102,257,0,56,31,135,42,0,33,0,23,16,0,0,0,0,0,212,0,0,20,0,482,0,0,0
LRTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRTM2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRTOMT,1,6,0,0,0,3,2,0,2,56,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
LRWD1,582,352,0,635,0,350,179,701,660,348,287,0,327,1264,456,263,1193,1,73,0,0,395,0,0,38,84,0,531,0,138
LSAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
LSG1,66,3,112,31,147,3,94,46,64,78,83,239,22,0,35,50,0,359,9,0,111,70,0,0,5,24,0,87,326,143
LSM1,118,268,0,109,357,206,340,447,102,290,153,284,79,1693,30,69,0,411,234,264,33,143,1358,0,125,82,0,300,0,109
LSM10,110,183,22,27,110,58,0,526,84,48,167,0,140,863,272,160,0,14,210,0,9,7,0,0,125,59,0,84,0,219
LSM11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
LSM12,226,643,565,274,444,572,180,585,197,586,287,1038,154,0,626,196,49,151,349,174,289,409,242,0,299,325,0,475,0,343
LSM14A,654,401,852,566,363,1129,821,3075,591,1467,1144,305,304,561,1274,363,667,379,1725,0,194,485,412,927,599,2016,0,640,0,520
LSM14B,109,195,0,0,297,292,65,553,85,610,186,137,107,0,194,113,0,128,443,0,0,359,0,0,99,123,0,459,0,164
LSM2,145,67,446,24,0,147,643,309,31,113,110,0,117,1374,111,156,1851,639,492,0,208,158,0,0,106,171,0,59,0,425
LSM3,328,277,558,212,600,277,195,321,192,430,302,158,125,586,391,200,0,530,329,337,350,301,4,0,220,526,0,55,302,298
LSM4,429,768,0,420,436,1203,309,291,150,429,147,1247,145,0,353,412,353,555,926,994,331,375,250,1975,230,239,0,342,0,599
LSM5,30,0,0,0,0,0,0,78,0,0,0,0,11,0,41,13,0,0,88,223,0,0,0,0,4,0,469,0,0,0
LSM6,217,0,431,0,566,245,0,0,55,228,101,0,59,0,85,123,0,169,226,0,167,0,0,0,109,170,0,0,0,0
LSM7,615,206,199,244,334,507,579,193,206,132,249,248,299,0,137,368,710,140,873,0,151,142,0,1011,304,356,0,472,0,1011
LSMD1,55,140,1,28,79,276,90,33,78,157,89,246,83,3,132,29,0,88,92,0,50,102,0,89,82,64,0,78,239,18
LSR,20,72,0,0,0,61,0,0,0,51,0,0,5,0,0,0,0,0,15,0,0,0,0,0,662,0,0,0,0,0
LSS,17,62,0,0,0,0,0,0,0,21,0,0,7,0,4,1,0,0,0,0,26,59,0,0,0,0,0,0,0,0
LST1,570,1396,7,354,487,406,308,177,1216,322,2370,1132,994,4,856,433,1763,400,192,225,612,19,699,1171,1001,175,211,977,0,752
LTA,23,36,0,65,0,98,0,0,0,0,0,0,1,0,0,89,0,2,16,0,0,39,0,0,87,0,0,0,0,0
LTA4H,935,990,174,1071,195,969,278,393,779,765,847,1345,570,2989,805,506,0,472,706,0,392,596,0,0,457,813,0,174,6,1422
LTB,317,345,452,325,191,297,401,274,468,226,309,479,346,316,349,334,0,326,648,3,63,38,462,0,94,34,899,233,0,90
LTB4R,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LTB4R2,0,46,0,0,0,0,0,0,22,0,3,0,6,0,0,10,0,0,148,0,0,0,0,0,0,0,0,0,0,0
LTBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTBP2,4,0,0,0,60,0,0,0,4,15,8,0,2,0,0,4,0,0,0,0,0,11,0,0,1,0,0,0,0,0
LTBP3,35,78,0,0,0,105,0,0,87,29,48,0,31,0,17,72,0,0,113,0,0,0,0,0,2,93,75,0,0,0
LTBP4,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,254,0,0,0,0,0,0,0,0
LTBR,1398,1405,1836,1208,1755,594,608,2661,1398,1223,1727,1,1423,3346,1400,1201,592,2,662,0,452,1307,599,4,366,53,5,272,0,1098
LTC4S,0,13,0,0,0,0,0,0,15,0,4,0,4,0,0,8,0,0,15,0,0,0,0,0,2,0,0,0,0,0
LTF,93,144,602,55,262,275,98,661,631,60,129,0,122,0,0,336,0,0,1482,0,0,97,0,1037,176,0,0,106,0,2302
LTK,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTN1,15,63,46,15,37,35,67,27,9,16,59,86,13,0,40,23,0,0,22,0,0,28,0,0,23,21,0,0,0,0
LTV1,17,11,0,11,0,40,3,27,7,54,13,0,31,83,0,16,26,0,33,0,2,24,0,0,22,55,0,0,0,28
LUC7L,346,195,936,539,396,237,374,359,93,495,265,6,247,0,339,316,347,238,208,0,27,662,0,0,326,93,0,162,0,0
LUC7L3,291,202,46,256,597,393,115,521,171,435,224,154,125,486,576,464,0,98,174,269,175,186,304,0,270,252,0,222,0,148
LUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUZP1,223,433,1,118,118,182,317,0,158,453,71,0,152,0,109,155,0,97,53,0,289,141,0,0,216,47,0,91,138,95
LUZP2,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
LUZP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LXN,11,129,19,12,0,6,0,79,77,0,21,90,3,0,0,5,0,37,8,0,0,6,236,0,6,34,0,42,0,0
LY6D,161,297,426,68,502,106,774,65,200,920,48,0,94,0,73,181,93,0,2673,0,448,268,451,0,69,0,0,90,0,1176
LY6E,4065,383,205,984,1598,1012,279,6459,566,659,131,201,248,0,118,284,332,0,317,0,34,536,615,107,119,223,0,98,0,460
LY6G5B,38,9,912,61,0,0,340,217,101,112,140,1,73,0,24,149,0,0,123,422,0,42,834,0,20,0,0,0,0,129
LY6G5C,13,0,39,0,0,0,0,0,60,0,15,0,98,0,111,0,0,319,29,0,0,12,0,0,14,0,0,0,0,0
